,,,,,,,,,,,,,,,
,Пробурено на сегодня:,,"3 536,3",,,,,,,,,,,,
,Суммарная плановая глубина на сегодня:,,,"3779,0",,,,,,,,,,,
,Разница плана и факта на сегодня:,,,"242,7",,,,,,,,,,,
,Сводка по выполнению бурения инженерно-геологических скважин,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,"Золотодобывающее предприятие на месторождении ""Сухой Лог""",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,№ п/п,Тип буровой установки,Скв. №,Принадлежность к локальному проекту,Координаты (WGS 84),,"Глубина проектная, м","Глубина фактическая, м","Вскрытие скальных грунтов, м",Дата начала бурения,Дата окончания бурения,Термометрия,Количество отобранных проб,Геолог,Примечание
,,,,,Широта ,Долгота,,,,,,,,,
,1,2,3,,4,5,6,7,,8,9,10,11,12,13
,98,УРБ-2А2(х034хх 38),VIT-26,ВЛ 220,58° 35.992',115° 09.998',20,8,5,16.11.20,16.11.20,-,2,Фролов Э.А.,закрыта согласно ТЗ (бурение 3 м по скале)
,99,УРБ-2А2 (ав0014 38),L220-53,ВЛ 220,58° 35.830',115° 09.830',15,10,"3,3",16.11.20,16.11.20,`+,3,Гаврилов М.С.,закрыта согласно ТЗ
,100,УРБ-2А2(н474вм 138),VIT-19,ВЛ 220,58° 35.985',115° 10.183',15,8,"1,3",16.11.20,16.11.20,`+,4,Фролов Д.Л.,закрыта согласно ТЗ (бурение 3 м по скале)
,101,УРБ-2А2(н474вм 138),VIT-10,ВЛ 220,58° 35.952',115° 10.279',15,4,"0,2",16.11.20,16.11.20,-,3,Фролов Д.Л.,закрыта согласно ТЗ (бурение 3 м по скале)
,102,ПБУ 2-318(в053хх 38),VIT-43,ВЛ 220,58° 36.089',115° 10.010',20,10,"6,5",17.11.20,17.11.20,`+,3,Ребенок А.П.,закрыта согласно ТЗ (бурение 3 м по скале)
,103,УРБ-2А2(х034хх 38),VIT-14,ВЛ 220,58° 35.962',115° 10.209',15,7,4,17.11.20,17.11.20,-,2,Фролов Э.А.,закрыта согласно ТЗ (бурение 3 м по скале)
,104,УРБ-2А2(н474вм 138),VIT-45,ВЛ 220,58° 36.115',115° 10.100',20,14,"10,6",17.11.20,22.11.20,`+,5,Фролов Д.Л.,закрыта согласно ТЗ (бурение 3 м по скале)
,105,УРБ-2А2 (ав0014 38),L220-59,ВЛ 220,58° 35.472',115° 11.857',15,10,2,18.11.20,18.11.20,`+,2,Гаврилов М.С.,закрыта согласно ТЗ
,106,УРБ-2А2 (о614ае 797),P20-203,Промплощадка.Отвалы,58° 35.640',115° 12.903',20,16,11,18.11.20,18.11.20,-,4,Кузьмин И.С.,закрыта согласно ТЗ (бурение 5 м по скале)
,107,УРБ-2А2(н474вм 138),VIT-35,ВЛ 220,58° 36.069',115° 10.151',20,8,4,18.11.20,18.11.20,`+,3,Фролов Д.Л.,закрыта согласно ТЗ (бурение 3 м по скале)
,108,УРБ-2А2(н699cн 777),VIT-21,ВЛ 220,58° 35.968',115° 10.023',15,10,"2,6",19.11.20,19.11.20,`+,5,Чуев С.С.,закрыта согласно ТЗ (бурение 3 м по скале)
,109,УРБ-2А2 (о614ае 797),P20-196,Промплощадка.Отвалы,58° 35.642',115° 12.728',20,20,"16,5",19.11.20,19.11.20,`+,4,Кузьмин И.С.,закрыта согласно ТЗ
,110,УРБ-2А2(х034хх 38),P20-225,Промплощадка.Отвалы,58° 35.547',115° 13.075',20,13,5,19.11.20,19.11.20,-,2,Фролов Э.А.,закрыта согласно ТЗ (бурение 5 м по скале)
,111,УРБ-2А2(н474вм 138),VIT-9,ВЛ 220,58° 35.938',115° 10.234',15,10,"1,4",19.11.20,19.11.20,`+,4,Фролов Д.Л.,закрыта согласно ТЗ (бурение 3 м по скале)
,112,УРБ-2А2 (ав0014 38),L220-61,ВЛ 220,58° 35.470',115° 12.682',15,10,6,19.11.20,19.11.20,`+,3,Гаврилов М.С.,закрыта согласно ТЗ (бурение 2 м по скале)
,113,УРБ-2А2 (о614ае 797),VIT-1,ВЛ 220,58° 35.875',115° 10.126',28,16,"0,1",20.11.20,20.11.20,`+,2,Кузьмин И.С.,закрыта согласно ТЗ
,114,УРБ-2А2(н474вм 138),VIT-15,ВЛ 220,58° 35.975',115° 10.254',15,10,"5,6",20.11.20,21.11.20,`+,4,Фролов Д.Л.,закрыта согласно ТЗ (бурение 3 м по скале)
,115,УРБ-2А2(н699cн 777),VIT-7,ВЛ 220,58° 35.912',115° 10.145',15,10,"1,8",20.11.20,20.11.20,`+,4,Чуев С.С.,закрыта согласно ТЗ (бурение 3 м по скале)
,116,УРБ-2А2 (ав0014 38),P20-170,Промплощадка.Отвалы,58° 35.645',115° 12.377',10,10,5,20.11.20,20.11.20,`+,3,Гаврилов М.С.,закрыта согласно ТЗ (бурение 5 м по скале)
,117,УРБ-2А2(х034хх 38),P20-202,Промплощадка.Отвалы,58° 35.549',115° 12.900',10,20,не вскрыты,20.11.20,20.11.20,`+,3,Фролов Э.А.,закрыта согласно ТЗ
,118,ПБУ 2-318(в053хх 38),VIT-29,ВЛ 220,58° 36.032',115° 10.132',20,8,4,20.11.20,20.11.20,`+,2,Ребенок А.П.,закрыта согласно ТЗ (бурение 3 м по скале)
,119,ПБУ 2-318(в053хх 38),VIT-39,ВЛ 220,58° 36.079',115° 10.081',20,10,"6,6",20.11.20,20.11.20,`+,3,Ребенок А.П.,закрыта согласно ТЗ (бурение 3 м по скале)
,120,УРБ-2А2(н699cн 777),VIT-27,ВЛ 220,58° 36.005',115° 10.042',20,10,"4,5",21.11.20,21.11.20,`+,5,Чуев С.С.,закрыта согласно ТЗ (бурение 3 м по скале)
,121,УРБ-2А2 (о614ае 797),VIT-2,ВЛ 220,58° 35.888',115° 10.170',24,12,2,21.11.20,21.11.20,-,3,Кузьмин И.С.,закрыта согласно ТЗ
,122,УРБ-2А2(х034хх 38),VIT-25,ВЛ 220,58° 36.022',115° 10.202',15,8,3,21.11.20,21.11.20,`+,2,Фролов Э.А.,закрыта согласно ТЗ (бурение 3 м по скале)
,123,УРБ-2А2 (ав0014 38),P20-177,Промплощадка.Отвалы,58° 35.735',115° 12.555',10,17,12,21.11.20,21.11.20,`+,4,Гаврилов М.С.,закрыта согласно ТЗ (бурение 5 м по скале)
,124,УРБ-2А2 (ав0014 38),P20-194,Промплощадка.Отвалы,58° 35.825',115° 12.734',10,30,не вскрыты,22.11.20,25.11.20,`+,6,Гаврилов М.С.,
,125,УРБ-2А2(н474вм 138),P20-53,Промплощадка.Отвалы,58° 36.215',115° 10.115,18,16,"10,4",22.11.20,23.11.20,-,5,Фролов Д.Л.,закрыта согласно ТЗ (бурение 5 м по скале)
,126,УРБ-2А2(ав 4157 38),VU20-68,Водопровод,58° 35.768',115° 10.130',7,3,0.9,22.11.20,22.11.20,-,2,Тимофеев Е.А.,закрыта согласно ТЗ (бурение 2 м по скале)
,127,УРБ-2А2(х034хх 38),VIT-11,ВЛ 220,58° 35.922',115° 10.074',15,10,2,22.11.20,22.11.20,`+,2,Фролов Э.А.,закрыта согласно ТЗ
,128,ПБУ 2-318(в053хх 38),P20-36,Промплощадка.Отвалы,58° 36.036',115° 09.758',15,15,9.5,22.11.20,22.11.20,-,3,Ребенок А.П.,закрыта согласно ТЗ (бурение 5 м по скале)
,129,УРБ-2А2 (о614ае 797),L220-52,ВЛ 220,58° 35.848',115° 09.832',15,"4,5","2,5",22.11.20,22.11.20,-,2,Кузьмин И.С.,закрыта согласно ТЗ (бурение 2 м по скале)
,130,УРБ-2А2 (о614ае 797),L220-71,ВЛ 220,58° 35.847',115° 09.797',15,"10,5","8,5",22.11.20,22.11.20,-,3,Кузьмин И.С.,закрыта согласно ТЗ (бурение 2 м по скале)
,131,УРБ-2А2(н699cн 777),VIT-31,ВЛ 220,58° 36.015',115° 09.972',20,11,"7,4",22.11.20,22.11.20,`+,4,Чуев С.С.,закрыта согласно ТЗ (бурение 3 м по скале)
,132,УРБ-2А2(х034хх 38),L220-1,ВЛ 220,58° 35.876',115° 09.774',15,10,6,23.11.20,23.11.20,`+,2,Фролов Э.А.,закрыта согласно ТЗ
,133,УРБ-2А2(х034хх 38),L220-2,ВЛ 220,58° 35.853',115° 09.766',15,6,4,23.11.20,23.11.20,-,2,Фролов Э.А.,закрыта согласно ТЗ (бурение 2 м по скале)
,134,УРБ-2А2(ав 4157 38),L220-4,ВЛ 220,58° 35.721',115° 10.008',15,10,"5,9",23.11.20,23.11.20,`+,3,Тимофеев Е.А.,закрыта согласно ТЗ
,135,ПБУ 2-318(в053хх 38),P20-35,Промплощадка.Отвалы,58° 35.944',115° 09.755',15,15,"10,5",23.11.20,23.11.20,`+,3,Ребенок А.П.,закрыта согласно ТЗ
,136,УРБ-2А2(н699cн 777),P20-66,Промплощадка.Отвалы,58° 35.938',115° 10.457',15,10,"2,8",23.11.20,23.11.20,`+,4,Чуев С.С.,закрыта согласно ТЗ
,137,УРБ-2А2(н474вм 138),P20-76,Промплощадка.Отвалы,58° 36.028',115° 10.635',15,26,21,24.11.20,25.11.20,`+,7,Фролов Д.Л.,закрыта согласно ТЗ (бурение 5 м по скале)
,138,УРБ-2А2(х034хх 38),L220-70,ВЛ 220,58° 35.862',115° 09.820',15,10,1,24.11.20,24.11.20,`+,1,Фролов Э.А.,закрыта согласно ТЗ
,139,УРБ-2А2(х034хх 38),L220-3,ВЛ 220,58° 35.826',115° 09.773',15,10,6,24.11.20,24.11.20,`+,2,Фролов Э.А.,закрыта согласно ТЗ
,140,УРБ-2А2(н699cн 777),P20-75,Промплощадка.Отвалы,58° 36.119',115° 10.638',15,18,"12,5",24.11.20,24.11.20,-,7,Чуев С.С.,закрыта согласно ТЗ (бурение 5 м по скале)
,141,УРБ-2А2(ав 4157 38),VU20-70,Водопровод,58° 35.729',115° 10.535',7,5,3,24.11.20,24.11.20,-,2,Тимофеев Е.А.,закрыта согласно ТЗ (бурение 2 м по скале)
,142,УРБ-2А2(ав 4157 38),VU20-69,Водопровод,58° 35.753',115° 10.334',10,8,"2,3",24.11.20,24.11.20,`+,2,Тимофеев Е.А.,закрыта согласно ТЗ (бурение 2 м по скале)
,143,ПБУ 2-318(в053хх 38),P20-31,Промплощадка.Отвалы,58° 36.037',115° 09.583',15,13,8,24.11.20,24.11.20,`+,4,Ребенок А.П.,закрыта согласно ТЗ (бурение 5 м по скале)
,144,УРБ-2А2(х034хх 38),P20-84,Промплощадка.Отвалы,58° 36.301',115° 10.820',15,16,11,25.11.20,25.11.20,`+,3,Фролов Э.А.,закрыта согласно ТЗ (бурение 5 м по скале)
,145,ПБУ 2-318(в053хх 38),P20-61,Промплощадка.Отвалы,58° 36.122',115° 10.288',15,10,5,25.11.20,25.11.20,-,2,Кузьмин И.С.,закрыта согласно ТЗ (бурение 5 м по скале)
,146,ПБУ 2-318(в053хх 38),P20-82,Промплощадка.Отвалы,58° 36.117',115° 10.814',15,10,4,25.11.20,25.11.20,`+,2,Кузьмин И.С.,закрыта согласно ТЗ (бурение 5 м по скале)
,147,УРБ-2А2(н699cн 777),P20-74,Промплощадка.Отвалы,58° 36.211',115° 10.642',15,27,"21,5",25.11.20,25.11.20,`+,10,Чуев С.С.,закрыта согласно ТЗ (бурение 5 м по скале)
,148,УРБ-2А2(ав 4157 38),VU20-71,Водопровод,58° 35.700',115° 10.733',10,10,"1,3",25.11.20,25.11.20,`+,2,Тимофеев Е.А.,закрыта согласно ТЗ
,149,УРБ-2А2(ав 4157 38),VU20-72,Водопровод,58° 35.658',115° 10.924',7,"3,4","1,2",25.11.20,25.11.20,-,2,Тимофеев Е.А.,закрыта согласно ТЗ (бурение 2 м по скале)
,150,УРБ-2А2 (ав0014 38),P20-204,Промплощадка.Отвалы,58° 35.732',115° 12.906',10,20,не вскрыты,26.11.20,27.11.20,`+,4,Гаврилов М.С.,закрыта согласно ТЗ
,151,УРБ-2А2(н474вм 138),P20-80,Промплощадка.Отвалы,,,15,2,,26.11.20,добур.,,,Фролов Д.Л.,
,152,УРБ-2А2(ав 4157 38),P20-43,Промплощадка.Отвалы,58° 36.309',115° 09.943',18,30,29,26.11.20,27.11.20,-,9,Тимофеев Е.А.,закрыта согласно ТЗ
,153,УРБ-2А2(х034хх 38),P20-86,Промплощадка.Отвалы,58° 36.358',115° 10.998',10,13,8,26.11.20,26.11.20,`+,3,Фролов Э.А.,закрыта согласно ТЗ (бурение 5 м по скале)
,154,ПБУ 2-318(в053хх 38),P20-78,Промплощадка.Отвалы,58° 35.844',115° 10.629',15,10,"4,3",26.11.20,26.11.20,`+,3,Кузьмин И.С.,закрыта согласно ТЗ (бурение 5 м по скале)
,155,ПБУ 2-318(в053хх 38),P20-64,Промплощадка.Отвалы,58° 35.848',115° 10.278',15,10,3,26.11.20,26.11.20,`+,2,Кузьмин И.С.,закрыта согласно ТЗ (бурение 5 м по скале)
,156,УРБ-2А2(н699cн 777),P20-69,Промплощадка.Отвалы,58° 36.212',115° 10.466',15,14,"8,2",26.11.20,26.11.20,-,5,Чуев С.С.,закрыта согласно ТЗ (бурение 5 м по скале)
,157,УРБ-2А2(н474вм 138),P20-81,Промплощадка.Отвалы,58° 36.026',115° 10.811',15,9,"3,7",25.11.20,25.11.20,-,3,Фролов Д.Л.,закрыта согласно ТЗ (бурение 5 м по скале)
,158,УРБ-2А2(х034хх 38),P20-58,Промплощадка.Отвалы,58° 36.452',115° 10.297',18,20,15,27.11.20,27.11.20,`+,4,Фролов Э.А.,закрыта согласно ТЗ (бурение 5 м по скале)
,159,ПБУ 2-318(в053хх 38),P20-59,Промплощадка.Отвалы,58° 36.305',115° 10.294',18,14,"8,2",27.11.20,27.11.20,-,5,Чуев С.С.,закрыта согласно ТЗ (бурение 5 м по скале)
,160,УРБ-2А2 (о614ае 797),P20-72,Промплощадка.Отвалы,58° 36.394',115° 10.648',10,"12,8","7,8",27.11.20,27.11.20,`+,3,Кузьмин И.С.,закрыта согласно ТЗ (бурение 5 м по скале)
,161,УРБ-2А2(н474вм 138),P20-41,Промплощадка.Отвалы,58° 36.452',115° 09.948',18,20,не вскрыты,27.11.20,28.11.20,-,5,Фролов Д.Л.,закрыта согласно ТЗ 
,162,УРБ-2А2 (ав0014 38),P20-208,Промплощадка.Отвалы,58° 36.098',115° 12.919',10,10,5,28.11.20,28.11.20,`+,3,Гаврилов М.С.,закрыта согласно ТЗ (бурение 5 м по скале)
,163,УРБ-2А2(х034хх 38),P20-102,Промплощадка.Отвалы,58° 36.204',115° 11.343',15,30,не вскрыты,28.11.20,28.11.20,`+,4,Фролов Э.А.,закрыта согласно ТЗ 
,164,УРБ-2А2 (о614ае 797),P20-120,Промплощадка.Отвалы,58° 36.201',115° 11.694',15,26,21,28.11.20,29.11.20,`+,5,Кузьмин И.С.,закрыта согласно ТЗ (бурение 5 м по скале)
,165,УРБ-2А2(ав 4157 38),P20-39,Промплощадка.Отвалы,58° 36.310',115° 09.768',18,30,не вскрыты,28.11.20,29.11.20,`+,11,Тимофеев Е.А.,закрыта согласно ТЗ 
,166,УРБ-2А2(н474вм 138),P20-42,Промплощадка.Отвалы,58° 36.400',115° 09.946',18,20,не вскрыты,28.11.20,29.11.20,`+,5,Фролов Д.Л.,закрыта согласно ТЗ 
,167,ПБУ 2-318(в053хх 38),P20-112,Промплощадка.Отвалы,58° 36.111',115° 11.516',15,30,не вскрыты,28.11.20,28.11.20,`+,11,Чуев С.С.,закрыта согласно ТЗ 
,168,УРБ-2А2(х034хх 38),L220-101,ВЛ 220,58° 35.535',115° 13.391',15,15,не вскрыты,29.11.20,29.11.20,-,2,Фролов Э.А.,закрыта согласно ТЗ 
,169,УРБ-2А2(х034хх 38),L220-104,ВЛ 220,58° 35.511',115° 13.428',15,10,7,29.11.20,29.11.20,`+,3,Фролов Э.А.,закрыта согласно ТЗ (бурение 2 м по скале)
,170,УРБ-2А2 (ав0014 38),P20-219,Промплощадка.Отвалы,58° 36.096',115° 13.094',10,10,2,29.11.20,29.11.20,`+,2,Гаврилов М.С.,закрыта согласно ТЗ (бурение 2 м по скале)
,171,ПБУ 2-318(в053хх 38),L220-103,ВЛ 220,58° 35.495',115° 13.376',15,15,2,29.11.20,29.11.20,-,5,Чуев С.С.,закрыта согласно ТЗ (бурение 2 м по скале)
,172,ПБУ 2-318(в053хх 38),L220-102,ВЛ 220,58° 35.511',115° 13.354',15,15,3,29.11.20,29.11.20,`+,4,Чуев С.С.,закрыта согласно ТЗ (бурение 2 м по скале)
,173,ПБУ 2-318(в053хх 38),P20-104,Промплощадка.Отвалы,58° 36.021',115° 11.337',15,20,не вскрыты,30.11.20,30.11.20,`+,4,Чуев С.С.,закрыта согласно ТЗ 
,174,ПБУ 2-318(в053хх 38),P20-106,Промплощадка.Отвалы,58° 35.838' ,115° 11.331',15,10,"3,8",30.11.20,30.11.20,`+,3,Чуев С.С.,закрыта согласно ТЗ (бурение 5 м по скале)
,175,УРБ-2А2 (ав0014 38),P20-181,Промплощадка.Отвалы,58° 36.101',115° 12.568',15,17,12,30.11.20,01.12.20,`+,5,Гаврилов М.С.,закрыта согласно ТЗ (бурение 5 м по скале)
,176,УРБ-2А2(х034хх 38),P20-98,Промплощадка.Отвалы,58° 36.297',115° 11.171',15,20,не вскрыты,30.11.20,30.11.20,`+,3,Фролов Э.А.,закрыта согласно ТЗ 
,177,УРБ-2А2(ав 4157 38),P20-37,Промплощадка.Отвалы,58° 36.127',115° 09.761',15,30,не вскрыты,30.11.20,30.11.20,`+,8,Тимофеев Е.А.,закрыта согласно ТЗ 
,178,УРБ-2А2(н474вм 138),P20-56,Промплощадка.Отвалы,58° 36.454',115° 10.123',18,20,не вскрыты,29.11.20,30.11.20,`+,6,Фролов Д.Л.,закрыта согласно ТЗ 
,179,УРБ-2А2(н474вм 138),P20-57,Промплощадка.Отвалы,58° 36.447,115° 10.299',18,20,не вскрыты,30.11.20,30.11.20,-,7,Фролов Д.Л.,закрыта согласно ТЗ 
,180,ПБУ 2-318(в053хх 38),L220-105,ВЛ 220,58° 35.845',115° 09.738',15,15,не вскрыты,01.12.20,05.12.20,`+,4,Чуев С.С.,закрыта согласно ТЗ 
,181,УРБ-2А2(н474вм 138),P20-134,Промплощадка.Отвалы,58° 36.288',115° 11.872',10,30,"27,8",01.12.20,03.12.20,`+,11,Фролов Д.Л.,закрыта согласно ТЗ 
,182,УРБ-2А2(х034хх 38),P20-114,Промплощадка.Отвалы,58° 36.280',115° 11.521',10,30,не вскрыты,01.12.20,02.12.20,`+,9,Фролов Э.А.,закрыта согласно ТЗ 
,183,УРБ-2А2 (ав0014 38),P20-190,Промплощадка.Отвалы,58° 36.191',115° 12.747',10,10,4,01.12.20,02.12.20,`+,6,Гаврилов М.С.,закрыта согласно ТЗ (бурение 5 м по скале)
,184,ПБУ 2-318(в053хх 38),OU-31,"Отвал ""Южный""",58° 35.547,115° 14.424',15,21,16,01.12.20,05.12.20,`+,6,Ребенок А.П.,закрыта согласно ТЗ (бурение 5 м по скале)
,185,УРБ-2А2(ав 4157 38),P20-142,Промплощадка.Отвалы,58° 36.015' ,115° 12.039',15,20,не вскрыты,01.12.20,01.12.20,`+,8,Тимофеев Е.А.,закрыта согласно ТЗ 
,186,УРБ-2А2 (о614ае 797),L220-51,ВЛ 220,58° 35.868',115° 09.876',15,15,не вскрыты,02.12.20,02.12.20,`+,5,Чуев С.С.,закрыта согласно ТЗ 
,187,УРБ-2А2(ав 4157 38),L220-6,ВЛ 220,58° 35.455',115° 10.600',15,"6,8","4,7",02.12.20,02.12.20,`+,3,Тимофеев Е.А.,закрыта согласно ТЗ (бурение 2 м по скале)
,188,УРБ-2А2(ав 4157 38),L220-55,ВЛ 220,58° 35.583',115° 10.377',15,"5,5","3,5",02.12.20,02.12.20,`+,3,Тимофеев Е.А.,закрыта согласно ТЗ (бурение 2 м по скале)
,189,УРБ-2А2(н474вм 138),P20-188,Промплощадка.Отвалы,58° 36.374',115° 12.753',10,10,"2,2",03.12.20,03.12.20,`+,6,Фролов Д.Л.,закрыта согласно ТЗ (бурение 5 м по скале)
,190,УРБ-2А2(х034хх 38),P20-122,Промплощадка.Отвалы,58° 36.018',115° 11.688',15,20,не вскрыты,03.12.20,03.12.20,`+,6,Фролов Э.А.,закрыта согласно ТЗ 
,191,УРБ-2А2(ав 4157 38),VU20-74,Водопровод,58° 35.576',115° 11.305',7,5,3,03.12.20,03.12.20,-,2,Тимофеев Е.А.,закрыта согласно ТЗ (бурение 2 м по скале)
,192,УРБ-2А2(х034хх 38),P20-130,Промплощадка.Отвалы,58° 35.925,115° 11.860',15,15,10,04.12.20,04.12.20,`+,5,Фролов Э.А.,закрыта согласно ТЗ (бурение 5 м по скале)
,193,УРБ-2А2(н474вм 138),P20-232,Промплощадка.Отвалы,58° 36.584',115° 13.132',10,6,"0,4",04.12.20,04.12.20,-,3,Фролов Д.Л.,закрыта согласно ТЗ (бурение 5 м по скале)
,194,УРБ-2А2(н474вм 138),P20-213,Промплощадка.Отвалы,58° 36.504',115° 13.122',10,6,"0,5",04.12.20,04.12.20,-,3,Фролов Д.Л.,закрыта согласно ТЗ (бурение 5 м по скале)
,195,УРБ-2А2(н474вм 138),P20-156,Промплощадка.Отвалы,58° 36.105',115° 12.217',15,20,не вскрыты,05.12.20,05.12.20,`+,6,Фролов Д.Л.,закрыта согласно ТЗ 
,196,УРБ-2А2(н699cн 777),P20-214,Промплощадка.Отвалы,58° 36.371',115° 13.104',10,10,"1,2",05.12.20,05.12.20,`+,4,Чуев С.С.,закрыта согласно ТЗ (бурение 5 м по скале)
,197,УРБ-2А2(ав 4157 38),P20-175,Промплощадка.Отвалы,58° 35.552',115° 12.549',10,14,9,05.12.20,05.12.20,`+,5,Тимофеев Е.А.,закрыта согласно ТЗ (бурение 5 м по скале)
,198,УРБ-2А2(ав 4157 38),P20-200,Промплощадка.Отвалы,58° 35.365',115° 12.893',10,10,4,05.12.20,05.12.20,`+,3,Тимофеев Е.А.,закрыта согласно ТЗ (бурение 5 м по скале)
,199,УРБ-2А2(у727aт 96),P20-179,Промплощадка.Отвалы,58° 35.918',115° 12.562',10,20,не вскрыты,05.12.20,05.12.20,`+,5,Гаврилов М.С.,закрыта согласно ТЗ 
,200,УРБ-2А2(х034хх 38),P20-23,Промплощадка.Отвалы,58° 36.039',115° 09.408',15,21,16,05.12.20,05.12.20,`+,5,Фролов Э.А.,закрыта согласно ТЗ (бурение 5 м по скале)
,201,УРБ-2А2(ав 4157 38),VU20-79,Водопровод,58° 35.530',115° 11.662',10,8,"1,9",06.12.20,06.12.20,`+,3,Тимофеев Е.А.,закрыта согласно ТЗ (бурение 2 м по скале)
,202,УРБ-2А2(ав 4157 38),L220-10,ВЛ 220,58° 35.451,115° 12.251',15,8,"4,4",06.12.20,06.12.20,`+,2,Тимофеев Е.А.,закрыта согласно ТЗ (бурение 2 м по скале)
,203,ПБУ 2-318(в053хх 38),P20-18,Промплощадка.Отвалы,58° 36.223',115° 09.238',15,16,"10,5",06.12.20,06.12.20,`+,3,Ребенок А.П.,закрыта согласно ТЗ (бурение 5 м по скале)
,204,УРБ-2А2(х034хх 38),P20-10,Промплощадка.Отвалы,58° 36.042',115° 09.057',15,30,не вскрыты,06.12.20,06.12.20,-,8,Фролов Э.А.,закрыта согласно ТЗ 
,205,УРБ-2А2 (о614ае 797),P20-20,Промплощадка.Отвалы,58° 36.040',115° 09.232',15,15,10,06.12.20,07.12.20,`+,3,Фролов Э.А.,закрыта согласно ТЗ (бурение 5 м по скале)
,206,УРБ-2А2(ав 4157 38),L220-8,ВЛ 220,58° 35.453',115° 11.425',15,8,"3,7",06.12.20,07.12.20,`+,3,Тимофеев Е.А.,закрыта согласно ТЗ (бурение 5 м по скале)
,207,УРБ-2А2(н699cн 777),P20-44,Промплощадка.Отвалы,58° 36.216',115° 09.937',18,12,7,06.12.20,06.12.20,`+,4,Чуев С.С.,закрыта согласно ТЗ (бурение 5 м по скале)
,208,УРБ-2А2(ав 4157 38),P20-150,Промплощадка.Отвалы,58° 35.555',115° 12.198',10,10,3,06.12.20,07.12.20,`+,3,Фролов Д.Л.,закрыта согласно ТЗ (бурение 5 м по скале)
,209,УРБ-2А2(ав 4157 38),P20-14,Промплощадка.Отвалы,58° 36.408',115° 09.069',15,30,не вскрыты,07.12.20,07.12.20,-,11,Тимофеев Е.А.,закрыта согласно ТЗ 
,210,УРБ-2А2(х034хх 38),P20-11,Промплощадка.Отвалы,58° 36.133',115° 09.060',15,15,10,07.12.20,07.12.20,`+,5,Фролов Э.А.,закрыта согласно ТЗ (бурение 5 м по скале)
,211,УРБ-2А2 (ав0014 38),P20-228,Промплощадка.Отвалы,58° 36.298',115° 13.277',10,10,3,07.12.20,07.12.20,`+,3,Гаврилов М.С.,закрыта согласно ТЗ (бурение 5 м по скале)
,212,УРБ-2А2 (ав0014 38),P20-229,Промплощадка.Отвалы,58° 36.235',115° 13.472',10,8,3,07.12.20,07.12.20,-,2,Гаврилов М.С.,закрыта согласно ТЗ (бурение 5 м по скале)
,213,УРБ-2А2 (ав0014 38),P20-230,Промплощадка.Отвалы,58° 36.367',115° 13.455',10,10,2,08.12.20,08.12.20,`+,3,Гаврилов М.С.,закрыта согласно ТЗ (бурение 5 м по скале)
,214,УРБ-2А2(х034хх 38),P20-23/1,Промплощадка.Отвалы,58° 36.130',115° 09.411',15,15,10,08.12.20,08.12.20,`+,3,Фролов Э.А.,закрыта согласно ТЗ (бурение 5 м по скале)
,215,УРБ-2А2(ав 4157 38),P20-4,Промплощадка.Отвалы,58° 36.318',115° 08.890',15,20,не вскрыты,08.12.20,08.12.20,`+,6,Фролов Д.Л.,закрыта согласно ТЗ 
,216,УРБ-2А2(н699cн 777),P20-45,Промплощадка.Отвалы,58° 36.126' ,115° 09.937',18,25,"19,8",08.12.20,08.12.20,-,7,Чуев С.С.,закрыта согласно ТЗ (бурение 5 м по скале)
,217,ПБУ 2-318(в053хх 38),P20-27,Промплощадка.Отвалы,58° 36.403',115° 09.595',15,27,22,08.12.20,10.12.20,`+,9,Ребенок А.П.,закрыта согласно ТЗ (бурение 5 м по скале)
,218,УРБ-2А2(н699cн 777),P20-5,Промплощадка.Отвалы,58° 36.227',115° 08.887',15,19,"13,3",09.12.20,09.12.20,`+,6,Чуев С.С.,закрыта согласно ТЗ (бурение 5 м по скале)
,219,УРБ-2А2(х034хх 38),P20-187,Промплощадка.Отвалы,58° 36.466',115° 12.756',15,21,16,09.12.20,09.12.20,-,6,Кузнецов А.А.,закрыта согласно ТЗ (бурение 5 м по скале)
,220,УРБ-2А2(х034хх 38),P20-252,Промплощадка.Отвалы,58° 36.812',115° 12.789',15,25,20,10.12.20,10.12.20,-,7,Фролов Э.А.,закрыта согласно ТЗ (бурение 5 м по скале)
,221,УРБ-2А2 (ав0014 38),P20-231,Промплощадка.Отвалы,58° 36.553',115° 12.967',15,10,5,10.12.20,10.12.20,`+,3,Гаврилов М.С.,закрыта согласно ТЗ (бурение 5 м по скале)
,222,ПБУ 2-318(в053хх 38),P20-25,Промплощадка.Отвалы,58° 36.483',115° 09.409',15,20,не вскрыты,10.12.20,10.12.20,`+,6,Ребенок А.П.,закрыта согласно ТЗ 
,223,УРБ-2А2(ав 4157 38),P20-8,Промплощадка.Отвалы,58° 35.945',115° 08.881',15,20,не вскрыты,10.12.20,10.12.20,-,7,Тимофеев Е.А.,закрыта согласно ТЗ 
,224,УРБ-2А2(н474вм 138),P20-255,Промплощадка.Отвалы,58° 36.898',115° 12.730',15,30,,10.12.20,11.12.20,`+,10,Фролов Д.Л.,закрыта согласно ТЗ 
